"";"button_action";"variant";"orig.id"
"24012";"no_click";"Variant 1";"24012"
"52255";"no_click";"Variant 2";"52255"
"11092";"no_click";"Variant 1";"11092"
"82596";"no_click";"Variant 2";"82596"
"64937";"no_click";"Variant 2";"64937"
"63142";"no_click";"Variant 2";"63142"
"76439";"no_click";"Variant 2";"76439"
"67410";"no_click";"Variant 2";"67410"
"11428";"no_click";"Variant 1";"11428"
"62844";"no_click";"Variant 2";"62844"
"57001";"no_click";"Variant 2";"57001"
"2180";"no_click";"Variant 1";"2180"
"46812";"no_click";"Variant 2";"46812"
"811";"no_click";"Variant 1";"811"
"56797";"no_click";"Variant 2";"56797"
"29067";"no_click";"Variant 1";"29067"
"21065";"no_click";"Variant 1";"21065"
"76079";"no_click";"Variant 2";"76079"
"7877";"no_click";"Variant 1";"7877"
"10557";"no_click";"Variant 1";"10557"
"26673";"no_click";"Variant 1";"26673"
"12688";"no_click";"Variant 1";"12688"
"13854";"no_click";"Variant 1";"13854"
"51329";"no_click";"Variant 2";"51329"
"27514";"no_click";"Variant 1";"27514"
"69931";"no_click";"Variant 2";"69931"
"62176";"no_click";"Variant 2";"62176"
"70088";"no_click";"Variant 2";"70088"
"27738";"no_click";"Variant 1";"27738"
"55533";"no_click";"Variant 2";"55533"
"31472";"no_click";"Variant 1";"31472"
"80828";"no_click";"Variant 2";"80828"
"78809";"no_click";"Variant 2";"78809"
"54851";"click";"Variant 2";"54851"
"44160";"no_click";"Variant 2";"44160"
"80367";"no_click";"Variant 2";"80367"
"33633";"no_click";"Variant 1";"33633"
"9895";"no_click";"Variant 1";"9895"
"77430";"no_click";"Variant 2";"77430"
"10254";"no_click";"Variant 1";"10254"
"3156";"no_click";"Variant 1";"3156"
"19460";"no_click";"Variant 1";"19460"
"20347";"no_click";"Variant 1";"20347"
"24394";"no_click";"Variant 1";"24394"
"43372";"click";"Variant 2";"43372"
"38476";"no_click";"Variant 1";"38476"
"31303";"no_click";"Variant 1";"31303"
"71259";"no_click";"Variant 2";"71259"
"42847";"no_click";"Variant 1";"42847"
"76267";"no_click";"Variant 2";"76267"
"15475";"no_click";"Variant 1";"15475"
"75342";"click";"Variant 2";"75342"
"25015";"no_click";"Variant 1";"25015"
"22760";"no_click";"Variant 1";"22760"
"25924";"no_click";"Variant 1";"25924"
"42318";"no_click";"Variant 1";"42318"
"22238";"no_click";"Variant 1";"22238"
"22219";"no_click";"Variant 1";"22219"
"4195";"no_click";"Variant 1";"4195"
"905";"no_click";"Variant 1";"905"
"64694";"no_click";"Variant 2";"64694"
"5663";"no_click";"Variant 1";"5663"
"15332";"no_click";"Variant 1";"15332"
"43649";"no_click";"Variant 2";"43649"
"12550";"no_click";"Variant 1";"12550"
"57017";"no_click";"Variant 2";"57017"
"55056";"no_click";"Variant 2";"55056"
"45711";"no_click";"Variant 2";"45711"
"37851";"no_click";"Variant 1";"37851"
"51532";"no_click";"Variant 2";"51532"
"41759";"no_click";"Variant 1";"41759"
"53288";"click";"Variant 2";"53288"
"60716";"no_click";"Variant 2";"60716"
"37009";"no_click";"Variant 1";"37009"
"53044";"click";"Variant 2";"53044"
"21230";"no_click";"Variant 1";"21230"
"16428";"no_click";"Variant 1";"16428"
"19654";"no_click";"Variant 1";"19654"
"27601";"no_click";"Variant 1";"27601"
"31385";"no_click";"Variant 1";"31385"
"59690";"no_click";"Variant 2";"59690"
"76561";"no_click";"Variant 2";"76561"
"44328";"no_click";"Variant 2";"44328"
"36605";"no_click";"Variant 1";"36605"
"14693";"no_click";"Variant 1";"14693"
"65707";"no_click";"Variant 2";"65707"
"63367";"no_click";"Variant 2";"63367"
"46022";"no_click";"Variant 2";"46022"
"11913";"no_click";"Variant 1";"11913"
"42958";"no_click";"Variant 1";"42958"
"15051";"no_click";"Variant 1";"15051"
"33157";"no_click";"Variant 1";"33157"
"22698";"no_click";"Variant 1";"22698"
"74951";"no_click";"Variant 2";"74951"
"6609";"no_click";"Variant 1";"6609"
"66380";"no_click";"Variant 2";"66380"
"42248";"no_click";"Variant 1";"42248"
"32939";"no_click";"Variant 1";"32939"
"61224";"no_click";"Variant 2";"61224"
"39324";"no_click";"Variant 1";"39324"
"57649";"no_click";"Variant 2";"57649"
"12972";"no_click";"Variant 1";"12972"
"14247";"no_click";"Variant 1";"14247"
"83694";"no_click";"Variant 2";"83694"
"76130";"no_click";"Variant 2";"76130"
"48972";"no_click";"Variant 2";"48972"
"74994";"no_click";"Variant 2";"74994"
"62244";"no_click";"Variant 2";"62244"
"47615";"no_click";"Variant 2";"47615"
"78596";"no_click";"Variant 2";"78596"
"81818";"no_click";"Variant 2";"81818"
"35988";"no_click";"Variant 1";"35988"
"78866";"no_click";"Variant 2";"78866"
"66855";"no_click";"Variant 2";"66855"
"79886";"no_click";"Variant 2";"79886"
"24411";"no_click";"Variant 1";"24411"
"33596";"click";"Variant 1";"33596"
"1209";"no_click";"Variant 1";"1209"
"41075";"no_click";"Variant 1";"41075"
"24837";"no_click";"Variant 1";"24837"
"9361";"no_click";"Variant 1";"9361"
"45125";"no_click";"Variant 2";"45125"
"36022";"no_click";"Variant 1";"36022"
"82510";"no_click";"Variant 2";"82510"
"52630";"no_click";"Variant 2";"52630"
"64850";"no_click";"Variant 2";"64850"
"52176";"no_click";"Variant 2";"52176"
"70439";"no_click";"Variant 2";"70439"
"26549";"no_click";"Variant 1";"26549"
"65516";"no_click";"Variant 2";"65516"
"58387";"no_click";"Variant 2";"58387"
"66372";"no_click";"Variant 2";"66372"
"73541";"no_click";"Variant 2";"73541"
"66208";"no_click";"Variant 2";"66208"
"82545";"no_click";"Variant 2";"82545"
"23602";"no_click";"Variant 1";"23602"
"69535";"no_click";"Variant 2";"69535"
"74493";"no_click";"Variant 2";"74493"
"30936";"no_click";"Variant 1";"30936"
"24070";"no_click";"Variant 1";"24070"
"34446";"click";"Variant 1";"34446"
"67557";"no_click";"Variant 2";"67557"
"83275";"no_click";"Variant 2";"83275"
"61288";"no_click";"Variant 2";"61288"
"66515";"no_click";"Variant 2";"66515"
"65247";"no_click";"Variant 2";"65247"
"32478";"no_click";"Variant 1";"32478"
"407";"no_click";"Variant 1";"407"
"6050";"no_click";"Variant 1";"6050"
"47321";"no_click";"Variant 2";"47321"
"8509";"click";"Variant 1";"8509"
"52289";"no_click";"Variant 2";"52289"
"58897";"no_click";"Variant 2";"58897"
"11056";"no_click";"Variant 1";"11056"
"84709";"no_click";"Variant 2";"84709"
"80364";"no_click";"Variant 2";"80364"
"69169";"no_click";"Variant 2";"69169"
"62400";"no_click";"Variant 2";"62400"
"51974";"no_click";"Variant 2";"51974"
"78979";"no_click";"Variant 2";"78979"
"81114";"no_click";"Variant 2";"81114"
"59481";"no_click";"Variant 2";"59481"
"64916";"no_click";"Variant 2";"64916"
"40874";"no_click";"Variant 1";"40874"
"12861";"no_click";"Variant 1";"12861"
"81049";"no_click";"Variant 2";"81049"
"73729";"no_click";"Variant 2";"73729"
"49877";"no_click";"Variant 2";"49877"
"80871";"no_click";"Variant 2";"80871"
"50622";"no_click";"Variant 2";"50622"
"56528";"no_click";"Variant 2";"56528"
"84132";"no_click";"Variant 2";"84132"
"42309";"no_click";"Variant 1";"42309"
"32457";"no_click";"Variant 1";"32457"
"9544";"no_click";"Variant 1";"9544"
"40382";"no_click";"Variant 1";"40382"
"51157";"no_click";"Variant 2";"51157"
"83433";"no_click";"Variant 2";"83433"
"28071";"no_click";"Variant 1";"28071"
"73099";"no_click";"Variant 2";"73099"
"5121";"no_click";"Variant 1";"5121"
"6462";"no_click";"Variant 1";"6462"
"18035";"no_click";"Variant 1";"18035"
"38524";"no_click";"Variant 1";"38524"
"58654";"no_click";"Variant 2";"58654"
"7784";"click";"Variant 1";"7784"
"78277";"click";"Variant 2";"78277"
"34139";"no_click";"Variant 1";"34139"
"59053";"no_click";"Variant 2";"59053"
"27674";"no_click";"Variant 1";"27674"
"50119";"no_click";"Variant 2";"50119"
"52087";"no_click";"Variant 2";"52087"
"63382";"no_click";"Variant 2";"63382"
"49532";"no_click";"Variant 2";"49532"
"19645";"no_click";"Variant 1";"19645"
"70379";"no_click";"Variant 2";"70379"
"39983";"click";"Variant 1";"39983"
"79656";"no_click";"Variant 2";"79656"
"8829";"no_click";"Variant 1";"8829"
"68577";"no_click";"Variant 2";"68577"
"29438";"no_click";"Variant 1";"29438"
"66486";"no_click";"Variant 2";"66486"
"19606";"no_click";"Variant 1";"19606"
"53872";"no_click";"Variant 2";"53872"
"26655";"no_click";"Variant 1";"26655"
"29512";"no_click";"Variant 1";"29512"
"12990";"no_click";"Variant 1";"12990"
"82253";"click";"Variant 2";"82253"
"20798";"no_click";"Variant 1";"20798"
"2078";"no_click";"Variant 1";"2078"
"83329";"no_click";"Variant 2";"83329"
"33983";"no_click";"Variant 1";"33983"
"77659";"no_click";"Variant 2";"77659"
"8012";"no_click";"Variant 1";"8012"
"43982";"no_click";"Variant 2";"43982"
"70785";"no_click";"Variant 2";"70785"
"39373";"no_click";"Variant 1";"39373"
"55157";"no_click";"Variant 2";"55157"
"76676";"no_click";"Variant 2";"76676"
"21213";"no_click";"Variant 1";"21213"
"26287";"no_click";"Variant 1";"26287"
"59421";"no_click";"Variant 2";"59421"
"78041";"click";"Variant 2";"78041"
"2176";"no_click";"Variant 1";"2176"
"64637";"no_click";"Variant 2";"64637"
"16189";"no_click";"Variant 1";"16189"
"36360";"no_click";"Variant 1";"36360"
"26772";"click";"Variant 1";"26772"
"19571";"no_click";"Variant 1";"19571"
"796";"no_click";"Variant 1";"796"
"45943";"no_click";"Variant 2";"45943"
"47506";"no_click";"Variant 2";"47506"
"20911";"no_click";"Variant 1";"20911"
"64729";"no_click";"Variant 2";"64729"
"67092";"no_click";"Variant 2";"67092"
"22519";"no_click";"Variant 1";"22519"
"61391";"no_click";"Variant 2";"61391"
"1726";"no_click";"Variant 1";"1726"
"20188";"no_click";"Variant 1";"20188"
"40984";"no_click";"Variant 1";"40984"
"44859";"no_click";"Variant 2";"44859"
"75783";"no_click";"Variant 2";"75783"
"80069";"no_click";"Variant 2";"80069"
"5978";"no_click";"Variant 1";"5978"
"20152";"no_click";"Variant 1";"20152"
"68732";"no_click";"Variant 2";"68732"
"68847";"no_click";"Variant 2";"68847"
"72445";"no_click";"Variant 2";"72445"
"66078";"no_click";"Variant 2";"66078"
"34304";"no_click";"Variant 1";"34304"
"71996";"click";"Variant 2";"71996"
"79023";"no_click";"Variant 2";"79023"
"874";"no_click";"Variant 1";"874"
"37607";"no_click";"Variant 1";"37607"
"2191";"click";"Variant 1";"2191"
"59087";"no_click";"Variant 2";"59087"
"50230";"no_click";"Variant 2";"50230"
"8625";"no_click";"Variant 1";"8625"
"7727";"no_click";"Variant 1";"7727"
"7856";"no_click";"Variant 1";"7856"
"18467";"no_click";"Variant 1";"18467"
"24536";"no_click";"Variant 1";"24536"
"31144";"no_click";"Variant 1";"31144"
"24673";"no_click";"Variant 1";"24673"
"53936";"no_click";"Variant 2";"53936"
"15902";"no_click";"Variant 1";"15902"
"35018";"no_click";"Variant 1";"35018"
"73372";"no_click";"Variant 2";"73372"
"73400";"click";"Variant 2";"73400"
"81426";"no_click";"Variant 2";"81426"
"77999";"no_click";"Variant 2";"77999"
"82091";"no_click";"Variant 2";"82091"
"27414";"no_click";"Variant 1";"27414"
"37137";"click";"Variant 1";"37137"
"62291";"no_click";"Variant 2";"62291"
"23881";"no_click";"Variant 1";"23881"
"61172";"no_click";"Variant 2";"61172"
"32745";"no_click";"Variant 1";"32745"
"5553";"no_click";"Variant 1";"5553"
"17630";"no_click";"Variant 1";"17630"
"80472";"no_click";"Variant 2";"80472"
"51949";"no_click";"Variant 2";"51949"
"76883";"no_click";"Variant 2";"76883"
"49504";"no_click";"Variant 2";"49504"
"54806";"no_click";"Variant 2";"54806"
"54336";"no_click";"Variant 2";"54336"
"38662";"no_click";"Variant 1";"38662"
"82549";"no_click";"Variant 2";"82549"
"3172";"no_click";"Variant 1";"3172"
"14864";"no_click";"Variant 1";"14864"
"64208";"no_click";"Variant 2";"64208"
"34752";"no_click";"Variant 1";"34752"
"25792";"no_click";"Variant 1";"25792"
"34951";"no_click";"Variant 1";"34951"
"77620";"no_click";"Variant 2";"77620"
"30407";"no_click";"Variant 1";"30407"
"30922";"no_click";"Variant 1";"30922"
"26366";"no_click";"Variant 1";"26366"
"33265";"no_click";"Variant 1";"33265"
"3401";"no_click";"Variant 1";"3401"
"79200";"no_click";"Variant 2";"79200"
"44222";"no_click";"Variant 2";"44222"
"56619";"no_click";"Variant 2";"56619"
"33663";"no_click";"Variant 1";"33663"
"50416";"no_click";"Variant 2";"50416"
"21581";"no_click";"Variant 1";"21581"
"41589";"no_click";"Variant 1";"41589"
"78498";"no_click";"Variant 2";"78498"
"80284";"no_click";"Variant 2";"80284"
"79616";"no_click";"Variant 2";"79616"
"15975";"no_click";"Variant 1";"15975"
"18435";"no_click";"Variant 1";"18435"
"6591";"no_click";"Variant 1";"6591"
"61992";"no_click";"Variant 2";"61992"
"25250";"no_click";"Variant 1";"25250"
"53270";"no_click";"Variant 2";"53270"
"27213";"no_click";"Variant 1";"27213"
"12479";"no_click";"Variant 1";"12479"
"14131";"no_click";"Variant 1";"14131"
"56362";"no_click";"Variant 2";"56362"
"54291";"no_click";"Variant 2";"54291"
"58847";"no_click";"Variant 2";"58847"
"38108";"no_click";"Variant 1";"38108"
"80896";"no_click";"Variant 2";"80896"
"43352";"no_click";"Variant 2";"43352"
"10625";"no_click";"Variant 1";"10625"
"55780";"no_click";"Variant 2";"55780"
"35412";"no_click";"Variant 1";"35412"
"61812";"no_click";"Variant 2";"61812"
"70908";"no_click";"Variant 2";"70908"
"46943";"no_click";"Variant 2";"46943"
"8105";"no_click";"Variant 1";"8105"
"24939";"no_click";"Variant 1";"24939"
"1945";"click";"Variant 1";"1945"
"45604";"no_click";"Variant 2";"45604"
"50333";"no_click";"Variant 2";"50333"
"77503";"no_click";"Variant 2";"77503"
"56870";"no_click";"Variant 2";"56870"
"75542";"click";"Variant 2";"75542"
"49464";"no_click";"Variant 2";"49464"
"30910";"no_click";"Variant 1";"30910"
"14228";"no_click";"Variant 1";"14228"
"22454";"click";"Variant 1";"22454"
"76483";"no_click";"Variant 2";"76483"
"70391";"no_click";"Variant 2";"70391"
"50790";"no_click";"Variant 2";"50790"
"69399";"no_click";"Variant 2";"69399"
"76659";"no_click";"Variant 2";"76659"
"66895";"no_click";"Variant 2";"66895"
"29579";"no_click";"Variant 1";"29579"
"37532";"no_click";"Variant 1";"37532"
"5594";"no_click";"Variant 1";"5594"
"82944";"no_click";"Variant 2";"82944"
"8071";"no_click";"Variant 1";"8071"
"55765";"no_click";"Variant 2";"55765"
"16803";"no_click";"Variant 1";"16803"
"34837";"no_click";"Variant 1";"34837"
"51240";"no_click";"Variant 2";"51240"
"25207";"no_click";"Variant 1";"25207"
"7555";"no_click";"Variant 1";"7555"
"32411";"no_click";"Variant 1";"32411"
"39391";"no_click";"Variant 1";"39391"
"63698";"no_click";"Variant 2";"63698"
"40459";"no_click";"Variant 1";"40459"
"66500";"no_click";"Variant 2";"66500"
"36472";"no_click";"Variant 1";"36472"
"45739";"no_click";"Variant 2";"45739"
"54099";"no_click";"Variant 2";"54099"
"6865";"no_click";"Variant 1";"6865"
"5378";"no_click";"Variant 1";"5378"
"2303";"no_click";"Variant 1";"2303"
"26495";"no_click";"Variant 1";"26495"
"36773";"no_click";"Variant 1";"36773"
"44245";"no_click";"Variant 2";"44245"
"227";"no_click";"Variant 1";"227"
"16587";"no_click";"Variant 1";"16587"
"69959";"no_click";"Variant 2";"69959"
"55473";"click";"Variant 2";"55473"
"9123";"no_click";"Variant 1";"9123"
"31173";"no_click";"Variant 1";"31173"
"83216";"no_click";"Variant 2";"83216"
"82581";"no_click";"Variant 2";"82581"
"54874";"no_click";"Variant 2";"54874"
"71913";"no_click";"Variant 2";"71913"
"56975";"no_click";"Variant 2";"56975"
"67107";"no_click";"Variant 2";"67107"
"4064";"no_click";"Variant 1";"4064"
"35487";"no_click";"Variant 1";"35487"
"4585";"no_click";"Variant 1";"4585"
"37526";"no_click";"Variant 1";"37526"
"20336";"no_click";"Variant 1";"20336"
"9309";"click";"Variant 1";"9309"
"68848";"no_click";"Variant 2";"68848"
"76788";"click";"Variant 2";"76788"
"15802";"no_click";"Variant 1";"15802"
"35256";"no_click";"Variant 1";"35256"
"77438";"no_click";"Variant 2";"77438"
"17435";"no_click";"Variant 1";"17435"
"63754";"no_click";"Variant 2";"63754"
"46719";"no_click";"Variant 2";"46719"
"18449";"no_click";"Variant 1";"18449"
"43622";"no_click";"Variant 2";"43622"
"20702";"no_click";"Variant 1";"20702"
"70900";"no_click";"Variant 2";"70900"
"25975";"no_click";"Variant 1";"25975"
"83217";"no_click";"Variant 2";"83217"
"77562";"no_click";"Variant 2";"77562"
"60248";"no_click";"Variant 2";"60248"
"37667";"no_click";"Variant 1";"37667"
"29801";"no_click";"Variant 1";"29801"
"18215";"no_click";"Variant 1";"18215"
"53772";"no_click";"Variant 2";"53772"
"61229";"no_click";"Variant 2";"61229"
"78292";"no_click";"Variant 2";"78292"
"21737";"no_click";"Variant 1";"21737"
"2136";"no_click";"Variant 1";"2136"
"68185";"no_click";"Variant 2";"68185"
"35737";"no_click";"Variant 1";"35737"
"69442";"no_click";"Variant 2";"69442"
"53185";"no_click";"Variant 2";"53185"
"3176";"no_click";"Variant 1";"3176"
"58640";"no_click";"Variant 2";"58640"
"22451";"no_click";"Variant 1";"22451"
"4601";"no_click";"Variant 1";"4601"
"40064";"no_click";"Variant 1";"40064"
"81149";"no_click";"Variant 2";"81149"
"40864";"no_click";"Variant 1";"40864"
"47872";"no_click";"Variant 2";"47872"
"60612";"no_click";"Variant 2";"60612"
"73467";"no_click";"Variant 2";"73467"
"38508";"no_click";"Variant 1";"38508"
"25357";"no_click";"Variant 1";"25357"
"30076";"no_click";"Variant 1";"30076"
"61948";"no_click";"Variant 2";"61948"
"41188";"no_click";"Variant 1";"41188"
"4090";"no_click";"Variant 1";"4090"
"65539";"no_click";"Variant 2";"65539"
"50822";"no_click";"Variant 2";"50822"
"61547";"no_click";"Variant 2";"61547"
"49584";"no_click";"Variant 2";"49584"
"60762";"no_click";"Variant 2";"60762"
"33956";"no_click";"Variant 1";"33956"
"47919";"no_click";"Variant 2";"47919"
"25580";"no_click";"Variant 1";"25580"
"56104";"no_click";"Variant 2";"56104"
"63700";"click";"Variant 2";"63700"
"22635";"no_click";"Variant 1";"22635"
"79255";"no_click";"Variant 2";"79255"
"72213";"no_click";"Variant 2";"72213"
"26099";"no_click";"Variant 1";"26099"
"19707";"no_click";"Variant 1";"19707"
"61826";"no_click";"Variant 2";"61826"
"882";"no_click";"Variant 1";"882"
"282";"no_click";"Variant 1";"282"
"84503";"no_click";"Variant 2";"84503"
"27187";"no_click";"Variant 1";"27187"
"36037";"no_click";"Variant 1";"36037"
"35833";"no_click";"Variant 1";"35833"
"49136";"no_click";"Variant 2";"49136"
"54633";"no_click";"Variant 2";"54633"
"81705";"no_click";"Variant 2";"81705"
"30209";"no_click";"Variant 1";"30209"
"72579";"no_click";"Variant 2";"72579"
"42656";"no_click";"Variant 1";"42656"
"28964";"no_click";"Variant 1";"28964"
"21222";"click";"Variant 1";"21222"
"46331";"no_click";"Variant 2";"46331"
"16942";"no_click";"Variant 1";"16942"
"2253";"no_click";"Variant 1";"2253"
"54435";"no_click";"Variant 2";"54435"
"45200";"no_click";"Variant 2";"45200"
"58810";"no_click";"Variant 2";"58810"
"64513";"no_click";"Variant 2";"64513"
"14037";"no_click";"Variant 1";"14037"
"35086";"no_click";"Variant 1";"35086"
"78758";"no_click";"Variant 2";"78758"
"49303";"no_click";"Variant 2";"49303"
"31365";"no_click";"Variant 1";"31365"
"70932";"no_click";"Variant 2";"70932"
"4622";"click";"Variant 1";"4622"
"57825";"no_click";"Variant 2";"57825"
"39570";"no_click";"Variant 1";"39570"
"82713";"click";"Variant 2";"82713"
"28339";"no_click";"Variant 1";"28339"
"60544";"no_click";"Variant 2";"60544"
"30828";"no_click";"Variant 1";"30828"
"17253";"no_click";"Variant 1";"17253"
"80027";"click";"Variant 2";"80027"
"55968";"no_click";"Variant 2";"55968"
"64624";"no_click";"Variant 2";"64624"
"39109";"no_click";"Variant 1";"39109"
"25896";"no_click";"Variant 1";"25896"
"52943";"no_click";"Variant 2";"52943"
"17294";"no_click";"Variant 1";"17294"
"75771";"no_click";"Variant 2";"75771"
"74343";"no_click";"Variant 2";"74343"
"49360";"no_click";"Variant 2";"49360"
"49145";"no_click";"Variant 2";"49145"
"40791";"no_click";"Variant 1";"40791"
"20219";"no_click";"Variant 1";"20219"
"74131";"no_click";"Variant 2";"74131"
"54743";"no_click";"Variant 2";"54743"
"60049";"no_click";"Variant 2";"60049"
"49552";"no_click";"Variant 2";"49552"
"15217";"no_click";"Variant 1";"15217"
"48293";"no_click";"Variant 2";"48293"
"49485";"no_click";"Variant 2";"49485"
"11697";"no_click";"Variant 1";"11697"
"22537";"no_click";"Variant 1";"22537"
"74875";"no_click";"Variant 2";"74875"
"22184";"no_click";"Variant 1";"22184"
"40805";"click";"Variant 1";"40805"
"22191";"no_click";"Variant 1";"22191"
"73753";"no_click";"Variant 2";"73753"
"21557";"no_click";"Variant 1";"21557"
"72300";"no_click";"Variant 2";"72300"
"84604";"no_click";"Variant 2";"84604"
"84371";"no_click";"Variant 2";"84371"
"4280";"no_click";"Variant 1";"4280"
"67488";"no_click";"Variant 2";"67488"
"21359";"no_click";"Variant 1";"21359"
"8972";"no_click";"Variant 1";"8972"
"58093";"no_click";"Variant 2";"58093"
"18118";"no_click";"Variant 1";"18118"
"22328";"no_click";"Variant 1";"22328"
"50056";"no_click";"Variant 2";"50056"
"61069";"no_click";"Variant 2";"61069"
"54132";"no_click";"Variant 2";"54132"
"39229";"no_click";"Variant 1";"39229"
"57470";"no_click";"Variant 2";"57470"
"21087";"no_click";"Variant 1";"21087"
"60052";"no_click";"Variant 2";"60052"
"28654";"no_click";"Variant 1";"28654"
"71948";"no_click";"Variant 2";"71948"
"1096";"no_click";"Variant 1";"1096"
"40799";"no_click";"Variant 1";"40799"
"42698";"no_click";"Variant 1";"42698"
"54363";"no_click";"Variant 2";"54363"
"44879";"no_click";"Variant 2";"44879"
"11973";"no_click";"Variant 1";"11973"
"41973";"no_click";"Variant 1";"41973"
"25140";"click";"Variant 1";"25140"
"76152";"no_click";"Variant 2";"76152"
"65461";"no_click";"Variant 2";"65461"
"41076";"no_click";"Variant 1";"41076"
"23952";"no_click";"Variant 1";"23952"
"25500";"no_click";"Variant 1";"25500"
"49293";"no_click";"Variant 2";"49293"
"42467";"click";"Variant 1";"42467"
"51510";"no_click";"Variant 2";"51510"
"7303";"no_click";"Variant 1";"7303"
"38285";"no_click";"Variant 1";"38285"
"13643";"no_click";"Variant 1";"13643"
"5045";"no_click";"Variant 1";"5045"
"55506";"no_click";"Variant 2";"55506"
"33405";"no_click";"Variant 1";"33405"
"33504";"no_click";"Variant 1";"33504"
"27306";"no_click";"Variant 1";"27306"
"33242";"no_click";"Variant 1";"33242"
"79671";"no_click";"Variant 2";"79671"
"22789";"no_click";"Variant 1";"22789"
"46178";"no_click";"Variant 2";"46178"
"3385";"no_click";"Variant 1";"3385"
"27576";"no_click";"Variant 1";"27576"
"37335";"no_click";"Variant 1";"37335"
"43166";"no_click";"Variant 2";"43166"
"58194";"no_click";"Variant 2";"58194"
"38149";"no_click";"Variant 1";"38149"
"44570";"no_click";"Variant 2";"44570"
"42462";"no_click";"Variant 1";"42462"
"27630";"no_click";"Variant 1";"27630"
"73900";"no_click";"Variant 2";"73900"
"11256";"no_click";"Variant 1";"11256"
"7418";"no_click";"Variant 1";"7418"
"54248";"no_click";"Variant 2";"54248"
"76191";"no_click";"Variant 2";"76191"
"13867";"no_click";"Variant 1";"13867"
"22254";"no_click";"Variant 1";"22254"
"46969";"no_click";"Variant 2";"46969"
"4753";"no_click";"Variant 1";"4753"
"37787";"no_click";"Variant 1";"37787"
"30976";"no_click";"Variant 1";"30976"
"4444";"no_click";"Variant 1";"4444"
"30444";"no_click";"Variant 1";"30444"
"51103";"no_click";"Variant 2";"51103"
"47311";"no_click";"Variant 2";"47311"
"48297";"no_click";"Variant 2";"48297"
"24414";"no_click";"Variant 1";"24414"
"50544";"no_click";"Variant 2";"50544"
"70812";"no_click";"Variant 2";"70812"
"58306";"no_click";"Variant 2";"58306"
"3990";"no_click";"Variant 1";"3990"
"77590";"no_click";"Variant 2";"77590"
"42569";"no_click";"Variant 1";"42569"
"58466";"no_click";"Variant 2";"58466"
"69141";"no_click";"Variant 2";"69141"
"79554";"no_click";"Variant 2";"79554"
"83698";"no_click";"Variant 2";"83698"
"32901";"no_click";"Variant 1";"32901"
"56999";"no_click";"Variant 2";"56999"
"43885";"no_click";"Variant 2";"43885"
"9686";"no_click";"Variant 1";"9686"
"23511";"click";"Variant 1";"23511"
"74659";"no_click";"Variant 2";"74659"
"25003";"no_click";"Variant 1";"25003"
"48677";"no_click";"Variant 2";"48677"
"22000";"no_click";"Variant 1";"22000"
"42095";"no_click";"Variant 1";"42095"
"83981";"no_click";"Variant 2";"83981"
"5809";"no_click";"Variant 1";"5809"
"43777";"no_click";"Variant 2";"43777"
"10172";"no_click";"Variant 1";"10172"
"80397";"no_click";"Variant 2";"80397"
"68633";"no_click";"Variant 2";"68633"
"15641";"no_click";"Variant 1";"15641"
"68127";"no_click";"Variant 2";"68127"
"33372";"click";"Variant 1";"33372"
"46996";"no_click";"Variant 2";"46996"
"8730";"no_click";"Variant 1";"8730"
"3189";"no_click";"Variant 1";"3189"
"50221";"no_click";"Variant 2";"50221"
"25527";"click";"Variant 1";"25527"
"21164";"no_click";"Variant 1";"21164"
"48838";"no_click";"Variant 2";"48838"
"19917";"no_click";"Variant 1";"19917"
"10702";"no_click";"Variant 1";"10702"
"61504";"no_click";"Variant 2";"61504"
"60008";"no_click";"Variant 2";"60008"
"74927";"no_click";"Variant 2";"74927"
"18367";"no_click";"Variant 1";"18367"
"23253";"no_click";"Variant 1";"23253"
"39639";"no_click";"Variant 1";"39639"
"46343";"click";"Variant 2";"46343"
"63313";"no_click";"Variant 2";"63313"
"65218";"no_click";"Variant 2";"65218"
"70759";"no_click";"Variant 2";"70759"
"5483";"no_click";"Variant 1";"5483"
"1822";"no_click";"Variant 1";"1822"
"9977";"no_click";"Variant 1";"9977"
"34834";"no_click";"Variant 1";"34834"
"42161";"no_click";"Variant 1";"42161"
"53605";"no_click";"Variant 2";"53605"
"16063";"no_click";"Variant 1";"16063"
"31159";"no_click";"Variant 1";"31159"
"40200";"no_click";"Variant 1";"40200"
"68938";"click";"Variant 2";"68938"
"83256";"no_click";"Variant 2";"83256"
"59047";"no_click";"Variant 2";"59047"
"56337";"no_click";"Variant 2";"56337"
"26271";"no_click";"Variant 1";"26271"
"78375";"no_click";"Variant 2";"78375"
"67604";"no_click";"Variant 2";"67604"
"27851";"no_click";"Variant 1";"27851"
"18144";"no_click";"Variant 1";"18144"
"35646";"no_click";"Variant 1";"35646"
"34756";"no_click";"Variant 1";"34756"
"65199";"no_click";"Variant 2";"65199"
"23485";"no_click";"Variant 1";"23485"
"58783";"no_click";"Variant 2";"58783"
"62150";"no_click";"Variant 2";"62150"
"41378";"no_click";"Variant 1";"41378"
"11667";"no_click";"Variant 1";"11667"
"42408";"no_click";"Variant 1";"42408"
"64199";"no_click";"Variant 2";"64199"
"17935";"no_click";"Variant 1";"17935"
"68098";"no_click";"Variant 2";"68098"
"68257";"no_click";"Variant 2";"68257"
"37827";"no_click";"Variant 1";"37827"
"81231";"no_click";"Variant 2";"81231"
"79313";"no_click";"Variant 2";"79313"
